AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationNativeID,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,MethodUUID,OrganizationUUID,PopulationServed,PowerType,PrimaryUseCategory,SiteUUID,VariableSpecificUUID,WaterAllocationNativeURL,WaterSourceUUID,SiteName,SiteTypeCV,Latitude,Longitude,ReasonRemoved,index
,,,,,,,,,Certificated Issued,10412,Unspecified,1964-07-21,,12/31,01/01,Appropriation,"457.0, 547.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6200, KSwr_S6199",KDADWR_Allocation All,,KSwr_WS39,,,,,Bad Flow or Volume,290.0
,,,,,,,,,Certificated Issued,10415,Unspecified,1964-07-22,,12/31,01/01,Appropriation,"320.0, 840.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6203, KSwr_S6204",KDADWR_Allocation All,,KSwr_WS120,,,,,Bad Flow or Volume,292.0
,,,,,,,,,Certificated Issued,10422,Unspecified,1964-07-24,,12/31,01/01,Appropriation,"722.0, 307.0, 591.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6208, KSwr_S6209, KSwr_S6210",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,296.0
,,,,,,,,,Certificated Issued,10434,Unspecified,1964-07-28,,12/31,01/01,Appropriation,"91.0, 180.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6219, KSwr_S6220",KDADWR_Allocation All,,KSwr_WS39,,,,,Bad Flow or Volume,305.0
,,,,,,,,,Certificated Issued,10440,Unspecified,1964-07-31,,12/31,01/01,Appropriation,"136.0, 121.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6223, KSwr_S6222",KDADWR_Allocation All,,KSwr_WS43,,,,,Bad Flow or Volume,307.0
,,,,,,,,,Certificated Issued,10454,Unspecified,1964-08-06,,12/31,01/01,Appropriation,"505.0, 604.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6235, KSwr_S6234",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,318.0
,,,,,,,,,Certificated Issued,10456,Unspecified,1964-08-06,,12/31,01/01,Appropriation,"305.0, 757.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S3644, KSwr_S6237",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,320.0
,,,,,,,,,Certificated Issued,10481,Unspecified,1964-08-14,,12/31,01/01,Appropriation,"185.0, 212.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6254, KSwr_S6253",KDADWR_Allocation All,,KSwr_WS111,,,,,Bad Flow or Volume,335.0
,,,,,,,,,Certificated Issued,10518,Unspecified,1964-08-27,,12/31,01/01,Appropriation,"253.0, 182.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6281, KSwr_S6282",KDADWR_Allocation All,,KSwr_WS65,,,,,Bad Flow or Volume,360.0
,,,,,,,,,Certificated Issued,10527,Unspecified,1964-08-28,,12/31,01/01,Appropriation,"352.0, 288.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6289, KSwr_S6288",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,368.0
,,,,,,,,,Certificated Issued,10536,Unspecified,1964-09-02,,12/31,01/01,Appropriation,"225.0, 206.0, 369.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6297, KSwr_S6295, KSwr_S6296",KDADWR_Allocation All,,KSwr_WS53,,,,,Bad Flow or Volume,374.0
,,,,,,,,,Certificated Issued,10546,Unspecified,1964-09-10,,12/31,01/01,Appropriation,"400.0, 402.0, 398.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S2455, KSwr_S238, KSwr_S6301, KSwr_S6302",KDADWR_Allocation All,,KSwr_WS39,,,,,Bad Flow or Volume,379.0
,,,,,,,,,Certificated Issued,10547,Unspecified,1964-09-10,,12/31,01/01,Appropriation,"642.0, 485.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6304, KSwr_S6303",KDADWR_Allocation All,,KSwr_WS39,,,,,Bad Flow or Volume,380.0
,,,,,,,,,Certificated Issued,10551,Unspecified,1964-09-11,,12/31,01/01,Appropriation,"442.0, 127.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S1330, KSwr_S6307",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,383.0
,,,,,,,,,Certificated Issued,10560,Unspecified,1964-09-16,,12/31,01/01,Appropriation,"75.0, 141.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6314, KSwr_S6315",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,389.0
,,,,,,,,,Certificated Issued,10561,Unspecified,1964-09-16,,12/31,01/01,Appropriation,"83.0, 37.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6314, KSwr_S6315",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,390.0
,,,,,,,,,Certificated Issued,10592,Unspecified,1964-09-29,,12/31,01/01,Appropriation,"280.0, 127.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S5655, KSwr_S5656",KDADWR_Allocation All,,KSwr_WS104,,,,,Bad Flow or Volume,411.0
,,,,,,,,,Certificated Issued,10599,Unspecified,1964-10-01,,12/31,01/01,Appropriation,"641.0, 204.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S1471, KSwr_S6343",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,416.0
,,,,,,,,,Certificated Issued,10603,Unspecified,1964-10-02,,12/31,01/01,Appropriation,"40.0, 225.0","Irrigation, Municipal",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6346, KSwr_S6347",KDADWR_Allocation All,,KSwr_WS102,,,,,Bad Flow or Volume,419.0
,,,,,,,,,Certificated Issued,10608,Unspecified,1964-10-02,,12/31,01/01,Appropriation,"362.0, 157.004","Irrigation, Municipal",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6351, KSwr_S6350",KDADWR_Allocation All,,KSwr_WS33,,,,,Bad Flow or Volume,422.0
,,,,,,,,,Certificated Issued,10613,Unspecified,1964-10-08,,12/31,01/01,Appropriation,"282.0, 502.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S5757, KSwr_S5756",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,426.0
,,,,,,,,,Certificated Issued,10624,Unspecified,1964-10-15,,12/31,01/01,Appropriation,"267.0, 270.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6361, KSwr_S6362",KDADWR_Allocation All,,KSwr_WS111,,,,,Bad Flow or Volume,434.0
,,,,,,,,,Certificated Issued,10630,Unspecified,1964-10-19,,12/31,01/01,Appropriation,"1520.0, 1018.0, 1581.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6365, KSwr_S5557, KSwr_S6366",KDADWR_Allocation All,,KSwr_WS57,,,,,Bad Flow or Volume,437.0
,,,,,,,,,Certificated Issued,10631,Unspecified,1964-10-20,,12/31,01/01,Appropriation,"0.0, 164.00099999999995",Stockwater,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6367, KSwr_S6368",KDADWR_Allocation All,,KSwr_WS39,,,,,Bad Flow or Volume,438.0
,,,,,,,,,Certificated Issued,10634,Unspecified,1964-10-21,,12/31,01/01,Appropriation,"25.0, 44.0, 14.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S5693, KSwr_S5695, KSwr_S5694",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,441.0
,,,,,,,,,Certificated Issued,10638,Unspecified,1964-10-22,,12/31,01/01,Appropriation,"178.0, 235.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6374, KSwr_S6373",KDADWR_Allocation All,,KSwr_WS57,,,,,Bad Flow or Volume,444.0
,,,,,,,,,Certificated Issued,10643,Unspecified,1964-10-26,,12/31,01/01,Appropriation,"112.0, 219.0, 309.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6376, KSwr_S6377, KSwr_S6375",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,446.0
,,,,,,,,,Certificated Issued,10655,Unspecified,1964-10-30,,12/31,01/01,Appropriation,"337.0, 303.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6384, KSwr_S6383",KDADWR_Allocation All,,KSwr_WS102,,,,,Bad Flow or Volume,452.0
,,,,,,,,,Certificated Issued,10672,Unspecified,1964-11-06,,12/31,01/01,Appropriation,"91.999, 167.0","Irrigation, Stockwater",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6393, KSwr_S6394",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,462.0
,,,,,,,,,Certificated Issued,10682,Unspecified,1964-11-09,,12/31,01/01,Appropriation,"0.0, 336.58, 567.744",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6404, KSwr_S6405, KSwr_S6406",KDADWR_Allocation All,,KSwr_WS39,,,,,Bad Flow or Volume,471.0
,,,,,,,,,Certificated Issued,10699,Unspecified,1964-11-13,,12/31,01/01,Appropriation,"296.0, 214.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6418, KSwr_S6419",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,485.0
,,,,,,,,,Certificated Issued,10700,Unspecified,1964-11-13,,12/31,01/01,Appropriation,"760.0, 520.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6420, KSwr_S6421",KDADWR_Allocation All,,KSwr_WS87,,,,,Bad Flow or Volume,487.0
,,,,,,,,,Certificated Issued,10702,Unspecified,1964-11-13,,12/31,01/01,Appropriation,"249.169, 2.001",Stockwater,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6424, KSwr_S6423",KDADWR_Allocation All,,KSwr_WS102,,,,,Bad Flow or Volume,489.0
,,,,,,,,,Certificated Issued,10704,Unspecified,1964-11-16,,12/31,01/01,Appropriation,"350.0, 166.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6427, KSwr_S6425, KSwr_S6426",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,490.0
,,,,,,,,,Certificated Issued,10718,Unspecified,1964-11-17,,12/31,01/01,Appropriation,"59.5, 78.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6435, KSwr_S6436, KSwr_S6437",KDADWR_Allocation All,,KSwr_WS43,,,,,Bad Flow or Volume,498.0
,,,,,,,,,Certificated Issued,10728,Unspecified,1964-11-19,,12/31,01/01,Appropriation,"688.0, 258.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6446, KSwr_S4349",KDADWR_Allocation All,,KSwr_WS120,,,,,Bad Flow or Volume,505.0
,,,,,,,,,Certificated Issued,10741,Unspecified,1964-11-24,,12/31,01/01,Appropriation,"449.0, 316.0, 284.0, 615.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S985, KSwr_S2414, KSwr_S6452, KSwr_S2415",KDADWR_Allocation All,,KSwr_WS57,,,,,Bad Flow or Volume,512.0
,,,,,,,,,Certificated Issued,10745,Unspecified,1964-11-25,,12/31,01/01,Appropriation,"450.0, 430.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6454, KSwr_S6455",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,514.0
,,,,,,,,,Certificated Issued,10765,Unspecified,1964-12-07,,12/31,01/01,Appropriation,"92.0, 68.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6469, KSwr_S6468",KDADWR_Allocation All,,KSwr_WS34,,,,,Bad Flow or Volume,529.0
,,,,,,,,,Certificated Issued,10770,Unspecified,1964-12-08,,12/31,01/01,Appropriation,"65.0, 150.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6472, KSwr_S6473",KDADWR_Allocation All,,KSwr_WS47,,,,,Bad Flow or Volume,533.0
,,,,,,,,,Certificated Issued,10774,Unspecified,1964-12-09,,12/31,01/01,Appropriation,"244.0, 76.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S4434, KSwr_S6477",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,537.0
,,,,,,,,,Certificated Issued,10777,Unspecified,1964-12-09,,12/31,01/01,Appropriation,"13.0, 14.0, 463.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S5511, KSwr_S5512, KSwr_S6479",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,539.0
,,,,,,,,,Certificated Issued,10794,Unspecified,1964-12-15,,12/31,01/01,Appropriation,"112.0, 182.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6491, KSwr_S6492",KDADWR_Allocation All,,KSwr_WS25,,,,,Bad Flow or Volume,552.0
,,,,,,,,,Certificated Issued,10801,Unspecified,1964-12-21,,12/31,01/01,Appropriation,"282.0, 358.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6498, KSwr_S6497",KDADWR_Allocation All,,KSwr_WS39,,,,,Bad Flow or Volume,558.0
,,,,,,,,,Certificated Issued,10805,Unspecified,1964-12-24,,12/31,01/01,Appropriation,"123.0, 69.0, 133.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6501, KSwr_S6503, KSwr_S6502",KDADWR_Allocation All,,KSwr_WS111,,,,,Bad Flow or Volume,561.0
,,,,,,,,,Certificated Issued,10808,Unspecified,1964-12-24,,12/31,01/01,Appropriation,"1048.0, 1297.0, 642.0, 954.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6505, KSwr_S6506, KSwr_S6507, KSwr_S6504",KDADWR_Allocation All,,KSwr_WS57,,,,,Bad Flow or Volume,562.0
,,,,,,,,,Certificated Issued,10825,Unspecified,1964-12-31,,12/31,01/01,Appropriation,"1163.0, 749.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6515, KSwr_S3047",KDADWR_Allocation All,,KSwr_WS39,,,,,Bad Flow or Volume,571.0
,,,,,,,,,Certificated Issued,10836,Unspecified,1965-01-04,,12/31,01/01,Appropriation,"353.0, 382.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6523, KSwr_S6522",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,577.0
,,,,,,,,,Certificated Issued,10854,Unspecified,1965-01-11,,12/31,01/01,Appropriation,"293.0, 405.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6541, KSwr_S6542",KDADWR_Allocation All,,KSwr_WS44,,,,,Bad Flow or Volume,594.0
,,,,,,,,,Certificated Issued,10862,Unspecified,1965-01-11,,12/31,01/01,Appropriation,"0.982, 100.0","Irrigation, Industrial",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,KSwr_S6548,KDADWR_Allocation All,,KSwr_WS53,,,,,Bad Flow or Volume,600.0
,,,,,,,,,Certificated Issued,10871,Unspecified,1965-01-13,,12/31,01/01,Appropriation,"0.0, 134.97, 94.982, 159.6","Irrigation, Stockwater",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6557, KSwr_S6553, KSwr_S6556, KSwr_S6554, KSwr_S6555",KDADWR_Allocation All,,KSwr_WS87,,,,,Bad Flow or Volume,605.0
,,,,,,,,,Certificated Issued,10875,Unspecified,1965-01-14,,12/31,01/01,Appropriation,"114.0, 101.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6561, KSwr_S6562",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,609.0
,,,,,,,,,Certificated Issued,10887,Unspecified,1965-01-15,,12/31,01/01,Appropriation,"145.0, 798.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6570, KSwr_S6571, KSwr_S6569",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,617.0
,,,,,,,,,Certificated Issued,10892,Unspecified,1965-01-18,,12/31,01/01,Appropriation,"633.0, 327.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6575, KSwr_S6574",KDADWR_Allocation All,,KSwr_WS57,,,,,Bad Flow or Volume,620.0
,,,,,,,,,Certificated Issued,10901,Unspecified,1965-01-19,,12/31,01/01,Appropriation,"522.0, 227.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6582, KSwr_S6581",KDADWR_Allocation All,,KSwr_WS102,,,,,Bad Flow or Volume,627.0
,,,,,,,,,Certificated Issued,10915,Unspecified,1965-01-22,,12/31,01/01,Appropriation,"130.0, 100.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6596, KSwr_S6595",KDADWR_Allocation All,,KSwr_WS53,,,,,Bad Flow or Volume,641.0
,,,,,,,,,Certificated Issued,10928,Unspecified,1965-01-27,,12/31,01/01,Appropriation,"40.0, 170.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6607, KSwr_S6608",KDADWR_Allocation All,,KSwr_WS33,,,,,Bad Flow or Volume,651.0
,,,,,,,,,Certificated Issued,10932,Unspecified,1965-01-28,,12/31,01/01,Appropriation,"122.0, 147.0, 141.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6612, KSwr_S6611, KSwr_S6613",KDADWR_Allocation All,,KSwr_WS34,,,,,Bad Flow or Volume,655.0
,,,,,,,,,Certificated Issued,10950,Unspecified,1965-01-29,,12/31,01/01,Appropriation,"153.0, 247.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6624, KSwr_S6623",KDADWR_Allocation All,,KSwr_WS44,,,,,Bad Flow or Volume,666.0
,,,,,,,,,Certificated Issued,10961,Unspecified,1965-02-01,,12/31,01/01,Appropriation,"102.0, 47.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6635, KSwr_S6634",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,676.0
,,,,,,,,,Certificated Issued,10967,Unspecified,1965-02-02,,12/31,01/01,Appropriation,"265.5, 7.487999999999999","Irrigation, Industrial",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,KSwr_S6639,KDADWR_Allocation All,,KSwr_WS59,,,,,Bad Flow or Volume,680.0
,,,,,,,,,Certificated Issued,10987,Unspecified,1965-02-05,,12/31,01/01,Appropriation,"339.0, 267.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6652, KSwr_S6653",KDADWR_Allocation All,,KSwr_WS39,,,,,Bad Flow or Volume,693.0
,,,,,,,,,Certificated Issued,10990,Unspecified,1965-02-05,,12/31,01/01,Appropriation,"115.4, 83.4, 88.6",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6658, KSwr_S6657, KSwr_S6656",KDADWR_Allocation All,,KSwr_WS75,,,,,Bad Flow or Volume,696.0
,,,,,,,,,Certificated Issued,10995,Unspecified,1965-02-08,,12/31,01/01,Appropriation,"64.0, 72.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6664, KSwr_S6663",KDADWR_Allocation All,,KSwr_WS43,,,,,Bad Flow or Volume,701.0
,,,,,,,,,Certificated Issued,11008,Unspecified,1965-02-11,,12/31,01/01,Appropriation,"99.054, 116.814, 247.92, 156.691, 61.365",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6673, KSwr_S6676, KSwr_S6674, KSwr_S6675, KSwr_S6677",KDADWR_Allocation All,,KSwr_WS53,,,,,Bad Flow or Volume,710.0
,,,,,,,,,Certificated Issued,11010,Unspecified,1965-02-11,,12/31,01/01,Appropriation,"172.0, 148.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6679, KSwr_S6680",KDADWR_Allocation All,,KSwr_WS57,,,,,Bad Flow or Volume,712.0
,,,,,,,,,Certificated Issued,11022,Unspecified,1965-02-17,,12/31,01/01,Appropriation,"956.0, 716.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6688, KSwr_S553",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,720.0
,,,,,,,,,Certificated Issued,11032,Unspecified,1965-02-19,,12/31,01/01,Appropriation,"54.0, 0.0, 94.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6699, KSwr_S6698, KSwr_S6700, KSwr_S6697, KSwr_S6696, KSwr_S6695",KDADWR_Allocation All,,KSwr_WS18,,,,,Bad Flow or Volume,726.0
,,,,,,,,,Certificated Issued,11070,Unspecified,1965-03-04,,12/31,01/01,Appropriation,"240.0, 160.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6726, KSwr_S6725",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,754.0
,,,,,,,,,Certificated Issued,11084,Unspecified,1965-03-09,,12/31,01/01,Appropriation,"288.0, 75.0, 235.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6733, KSwr_S6732, KSwr_S6734",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,760.0
,,,,,,,,,Certificated Issued,11086,Unspecified,1965-03-09,,12/31,01/01,Appropriation,"129.0, 446.0, 238.0, 215.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6737, KSwr_S6736, KSwr_S6735, KSwr_S6738",KDADWR_Allocation All,,KSwr_WS34,,,,,Bad Flow or Volume,761.0
,,,,,,,,,Certificated Issued,11090,Unspecified,1965-03-11,,12/31,01/01,Appropriation,"129.0, 348.0, 391.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6740, KSwr_S82, KSwr_S6741",KDADWR_Allocation All,,KSwr_WS111,,,,,Bad Flow or Volume,763.0
,,,,,,,,,Certificated Issued,11095,Unspecified,1965-03-11,,12/31,01/01,Appropriation,"401.0, 299.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6748, KSwr_S6747",KDADWR_Allocation All,,KSwr_WS57,,,,,Bad Flow or Volume,768.0
,,,,,,,,,Certificated Issued,11104,Unspecified,1965-03-15,,12/31,01/01,Appropriation,"248.0, 207.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6754, KSwr_S6753",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,776.0
,,,,,,,,,Certificated Issued,11117,Unspecified,1965-03-17,,12/31,01/01,Appropriation,"496.0, 332.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6776, KSwr_S6775",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,786.0
,,,,,,,,,Certificated Issued,11138,Unspecified,1965-03-26,,12/31,01/01,Appropriation,"256.0, 238.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6790, KSwr_S6791",KDADWR_Allocation All,,KSwr_WS43,,,,,Bad Flow or Volume,800.0
,,,,,,,,,Certificated Issued,11141,Unspecified,1965-03-26,,12/31,01/01,Appropriation,"913.0, 404.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6794, KSwr_S6793",KDADWR_Allocation All,,KSwr_WS104,,,,,Bad Flow or Volume,802.0
,,,,,,,,,Certificated Issued,11199,Unspecified,1965-04-12,,12/31,01/01,Appropriation,"584.0, 88.0, 675.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S6839, KSwr_S6838, KSwr_S263",KDADWR_Allocation All,,KSwr_WS39,,,,,Bad Flow or Volume,845.0
